"pid","trial","rule","rule_nr","rule_re","condition","trial_order","test","shape_var","colour_var","report_test"
"17","23","There are exactly three square-shaped rocks.","18","Shape","1","2","3","1","1","To see if the same product works "
"17","23","There are exactly three square-shaped rocks.","18","Shape","1","2","4","1","3","To see if triangles will work even if they are a different colour "
"17","23","There are exactly three square-shaped rocks.","18","Shape","1","2","5","3","1","To see if the shape works "
"17","23","There are exactly three square-shaped rocks.","18","Shape","1","2","6","1","1","To see if green rectangles have radiation"
"17","23","There are exactly three square-shaped rocks.","18","Shape","1","2","7","3","1","To see if the colour works "
"17","23","There are exactly three square-shaped rocks.","18","Shape","1","2","8","3","3","To make it random "
"17","6","There is exactly one stick-shaped rock.","4","Shape","1","3","1","1","1","NULL"
"17","6","There is exactly one stick-shaped rock.","4","Shape","1","3","2","1","1","To see if a single product can cause it "
"17","6","There is exactly one stick-shaped rock.","4","Shape","1","3","3","1","1","To see if green rectangles work "
"17","6","There is exactly one stick-shaped rock.","4","Shape","1","3","4","1","1","To see if more than one will still cause it "
"17","6","There is exactly one stick-shaped rock.","4","Shape","1","3","5","1","1","To see if two will "
"17","6","There is exactly one stick-shaped rock.","4","Shape","1","3","6","1","1","To see if a single triangle will work"
"17","6","There is exactly one stick-shaped rock.","4","Shape","1","3","7","1","1","To see if if works"
"17","6","There is exactly one stick-shaped rock.","4","Shape","1","3","8","1","1","To see if More then one will work "
"18","11","There are exactly two square-shaped rocks.","12","Shape","2","1","1","1","1","NULL"
"18","11","There are exactly two square-shaped rocks.","12","Shape","2","1","2","2","2","I wouldn't expect to learn much here as I know the the presence of the two reddish squares causes radiation so unless and purple triangle negates that radiation it should still work "
"18","11","There are exactly two square-shaped rocks.","12","Shape","2","1","3","1","1","as per the previous answer this is more about finding out of the presence of a third object negates the radiation"
"18","11","There are exactly two square-shaped rocks.","12","Shape","2","1","4","1","2","I know that a third reddish block negates the radiation - but is it the shape or the colour - I added a third square in green this time to see if it could be the shape "
"18","11","There are exactly two square-shaped rocks.","12","Shape","2","1","5","2","2","Having seen that a third square negates the radiation in two colours now the theory is that the shape is the factor - so if I add a shape that I know is not going to stop it as it worked before (in purple) I've added the same shape in a previosuly used colour to see if it the shape alone that is the factor  "
"18","11","There are exactly two square-shaped rocks.","12","Shape","2","1","6","2","1","I now know that the shape seems to be the issue so I've added a third shape of a previously unused type, the rectangle, to see if that works as weel. I used the same colour to again see if the colour might not be an issue "
"18","11","There are exactly two square-shaped rocks.","12","Shape","2","1","7","2","1","By using the same brownish colour but another shape I am trying to confirm is if shape alone that is the issue stopping radiation"
"18","11","There are exactly two square-shaped rocks.","12","Shape","2","1","8","1","2","I'm pretty sure my theory is right that having a third square no matter the colour stops the radiation. This the final test that confirms that I think"
"18","26","There are exactly three square-shaped rocks.","18","Shape","2","2","1","1","1","NULL"
"18","26","There are exactly three square-shaped rocks.","18","Shape","2","2","2","1","1","sing three squares but different colours will show if colour is a factor"
"18","26","There are exactly three square-shaped rocks.","18","Shape","2","2","3","1","1","I know the 3 squares works for two colours does it work for all 3 colours "
"18","26","There are exactly three square-shaped rocks.","18","Shape","2","2","4","1","1","does three off the other shapes cause radiation?"
"18","26","There are exactly three square-shaped rocks.","18","Shape","2","2","5","1","1","does three of the third colour cause radiation"
"18","26","There are exactly three square-shaped rocks.","18","Shape","2","2","6","1","1","Does three of the final shape cause radiation"
"18","26","There are exactly three square-shaped rocks.","18","Shape","2","2","7","2","1","does changing the shape of one of the patterns in the same colour cause radiation?"
"18","26","There are exactly three square-shaped rocks.","18","Shape","2","2","8","2","1","does using the third shape in the same colour cause radiation?"
"18","6","There is exactly one purple rock.","3","Colour","2","3","1","1","1","NULL"
"18","6","There is exactly one purple rock.","3","Colour","2","3","2","1","1","see if a single shape but different colour works"
"18","6","There is exactly one purple rock.","3","Colour","2","3","3","1","1","see if a single shape different colour works"
"18","6","There is exactly one purple rock.","3","Colour","2","3","4","2","1","see if 2 of the same colour works"
"18","6","There is exactly one purple rock.","3","Colour","2","3","5","1","1","see if two of the same colour and shape works"
"18","6","There is exactly one purple rock.","3","Colour","2","3","6","2","3","see if the single rectangle works in a trio if its the only one with triangles"
"18","6","There is exactly one purple rock.","3","Colour","2","3","7","2","3","see if the single purple rectangle works with t different shapes and colours "
"18","6","There is exactly one purple rock.","3","Colour","2","3","8","2","2","see if the purple rectangle works with another with the same colour in the group  "
"19","26","There are exactly three square-shaped rocks.","18","Shape","1","1","1","1","1","NULL"
"19","26","There are exactly three square-shaped rocks.","18","Shape","1","1","2","1","3","I thought it may of caused radiation"
"19","26","There are exactly three square-shaped rocks.","18","Shape","1","1","3","2","2","I thought it would of caused some radiation"
"19","26","There are exactly three square-shaped rocks.","18","Shape","1","1","4","3","3","I think it caused radiation"
"19","26","There are exactly three square-shaped rocks.","18","Shape","1","1","5","1","3","I think it caused radiation"
"19","26","There are exactly three square-shaped rocks.","18","Shape","1","1","6","1","3","This caused radiation"
"19","26","There are exactly three square-shaped rocks.","18","Shape","1","1","7","2","2","This may of caused radiation"
"19","26","There are exactly three square-shaped rocks.","18","Shape","1","1","8","2","2","I think this caused radiation"
"19","14","There are exactly two square-shaped rocks.","12","Shape","1","2","1","1","1","NULL"
"19","14","There are exactly two square-shaped rocks.","12","Shape","1","2","2","1","2","This must of caused radiation"
"19","14","There are exactly two square-shaped rocks.","12","Shape","1","2","3","1","1","This caused radiation"
"19","14","There are exactly two square-shaped rocks.","12","Shape","1","2","4","1","3","I don’t think this caused anything"
"19","14","There are exactly two square-shaped rocks.","12","Shape","1","2","5","1","3","I think this caused radiation"
"19","14","There are exactly two square-shaped rocks.","12","Shape","1","2","6","1","3","This didn’t cause anything"
"19","14","There are exactly two square-shaped rocks.","12","Shape","1","2","7","1","1","This didn’t work"
"19","14","There are exactly two square-shaped rocks.","12","Shape","1","2","8","1","1","I’m confident this cause radiation "
"19","4","There is exactly one triangle-shaped rock.","5","Shape","1","3","1","1","1","NULL"
"19","4","There is exactly one triangle-shaped rock.","5","Shape","1","3","2","1","1","I think this caused radiation "
"19","4","There is exactly one triangle-shaped rock.","5","Shape","1","3","3","1","1","This caused radiation"
"19","4","There is exactly one triangle-shaped rock.","5","Shape","1","3","4","1","1","This caused radiation "
"19","4","There is exactly one triangle-shaped rock.","5","Shape","1","3","5","1","1","This caused radiation "
"19","4","There is exactly one triangle-shaped rock.","5","Shape","1","3","6","1","1","This also caused radiation "
"19","4","There is exactly one triangle-shaped rock.","5","Shape","1","3","7","1","1","This caused radiation"
"19","4","There is exactly one triangle-shaped rock.","5","Shape","1","3","8","1","1","This caused radiation"
"20","8","There is exactly one purple rock.","3","Colour","3","1","1","1","1","NULL"
"20","8","There is exactly one purple rock.","3","Colour","3","1","2","1","1","I wanted to see if it is the shape or colour that gives the radiation "
"20","8","There is exactly one purple rock.","3","Colour","3","1","3","2","1","The last test showed that it was the purple square not red square that gave radiation so now testing if it still works in the presence of a triangle"
"20","8","There is exactly one purple rock.","3","Colour","3","1","4","2","2","Last test showed that in the presence of a purple triangle there was no raidation now changing the colour and shape"
"20","8","There is exactly one purple rock.","3","Colour","3","1","5","1","2","Radiation was in test 4 with a different colour, now testing with double purple"
"20","8","There is exactly one purple rock.","3","Colour","3","1","6","2","2","I made a mistake on the last one and tested 2 things"
"20","8","There is exactly one purple rock.","3","Colour","3","1","7","2","2","I think I'm close to a rule, this will test it"
"20","8","There is exactly one purple rock.","3","Colour","3","1","8","2","2","At test 7 there was radiation now to see if there's any effect from doubling rule 1"
"20","19","There are exactly three triangle-shaped rocks.","17","Shape","3","2","1","1","1","NULL"
"20","19","There are exactly three triangle-shaped rocks.","17","Shape","3","2","2","1","1","3 X red traingles gives radiation, what about only one??"
"20","19","There are exactly three triangle-shaped rocks.","17","Shape","3","2","3","2","1","3 x red triangles gives radiation, 1 does not.  Unable to ass more than 3 so 2 x red triangles must also give radiation.  Not testing with a different shapr of red"
"20","19","There are exactly three triangle-shaped rocks.","17","Shape","3","2","4","1","2","2 x red plus one purple triangle.  last tested shape, now test colour"
"20","19","There are exactly three triangle-shaped rocks.","17","Shape","3","2","5","2","2","Want to test if it's all shapes of purple"
"20","19","There are exactly three triangle-shaped rocks.","17","Shape","3","2","6","1","3","Any colour of triangle?"
"20","19","There are exactly three triangle-shaped rocks.","17","Shape","3","2","7","1","2","Any non reds work?"
"20","19","There are exactly three triangle-shaped rocks.","17","Shape","3","2","8","1","2","Last test on triangles, think i have the rule"
"20","13","There are exactly two green rocks.","8","Colour","3","3","1","1","1","NULL"
"20","13","There are exactly two green rocks.","8","Colour","3","3","2","1","1","Is it the colour?"
"20","13","There are exactly two green rocks.","8","Colour","3","3","3","1","1","Is it the shape?"
"20","13","There are exactly two green rocks.","8","Colour","3","3","4","3","1","Is it the number of components?"
"20","13","There are exactly two green rocks.","8","Colour","3","3","5","1","1","Triange and stick worked, will square?"
"20","13","There are exactly two green rocks.","8","Colour","3","3","6","1","1","Sense check of colour"
"20","13","There are exactly two green rocks.","8","Colour","3","3","7","1","1","two or three triangles?"
"20","13","There are exactly two green rocks.","8","Colour","3","3","8","1","1","I know the answer"
"21","26","There are exactly three purple rocks.","15","Colour","3","1","1","1","1","NULL"
"21","26","There are exactly three purple rocks.","15","Colour","3","1","2","1","1","Here I wanted to confirm that three blue squares really did work still"
"21","26","There are exactly three purple rocks.","15","Colour","3","1","3","1","1","Squares are defintely involved....but does it take just two (and of the same colour)?"
"21","26","There are exactly three purple rocks.","15","Colour","3","1","4","3","1","squares yes - two no!  Perhaps it's three of a colour, with at least one purple square"
"21","26","There are exactly three purple rocks.","15","Colour","3","1","5","2","1","Maybe it's just three of a colour, and no square at all..."
"21","26","There are exactly three purple rocks.","15","Colour","3","1","6","2","2","Maybe just three shapes! (Possibly with at least one purple)"
"21","26","There are exactly three purple rocks.","15","Colour","3","1","7","3","1","Three rocks - but now a different colour...perhaps it's just three of the same colour that radiate..."
"21","26","There are exactly three purple rocks.","15","Colour","3","1","8","1","1","Three of a colour radiate (and any three, this time we have three sticks..)"
"21","9","There are exactly two red rocks.","7","Colour","3","2","1","1","1","NULL"
"21","9","There are exactly two red rocks.","7","Colour","3","2","2","1","1","Two radiate...does just one (of the same colour)?"
"21","9","There are exactly two red rocks.","7","Colour","3","2","3","1","2","Two radiated....but maybe a colour mix is OK?"
"21","9","There are exactly two red rocks.","7","Colour","3","2","4","1","1","two reds radiated...but maybe it's two identical shapes of the same colour?"
"21","9","There are exactly two red rocks.","7","Colour","3","2","5","1","1","Two red sticks radiated....maybe it's >= 2 red sticks..."
"21","9","There are exactly two red rocks.","7","Colour","3","2","6","1","1","Two red sticks radiated....but perhaps it's just two reds of any shape?"
"21","9","There are exactly two red rocks.","7","Colour","3","2","7","1","1","Using red: Two sticks and two triangles radiated...checking two squares..."
"21","9","There are exactly two red rocks.","7","Colour","3","2","8","1","1","Very much doubt three of red squares would radiate....it's gotta be two..."
"21","1","There is exactly one red rock.","1","Colour","3","3","1","1","1","NULL"
"21","1","There is exactly one red rock.","1","Colour","3","3","2","1","1","is it just triangles?"
"21","1","There is exactly one red rock.","1","Colour","3","3","3","1","1","Is it just reds?"
"21","1","There is exactly one red rock.","1","Colour","3","3","4","1","1","seriously...just reds?"
"21","1","There is exactly one red rock.","1","Colour","3","3","5","1","2","Red works, but do other colours break it?"
"21","1","There is exactly one red rock.","1","Colour","3","3","6","1","3","Still 1 red - but now two colouirs...."
"21","1","There is exactly one red rock.","1","Colour","3","3","7","1","1","Think it's just any ONE RED,  anything else is disregarded"
"21","1","There is exactly one red rock.","1","Colour","3","3","8","1","2","Oooh - one and only 1 red - other colours are disgregarded...?"
"22","2","There is exactly one red rock.","1","Colour","1","1","1","1","1","NULL"
"22","2","There is exactly one red rock.","1","Colour","1","1","2","1","1","I figured that as the first experiment with the same shape sound radiation that if I tried it again  it may be successful"
"22","2","There is exactly one red rock.","1","Colour","1","1","3","1","2","I have to come up with different patterns to try and find the radiation or the ones that make radiation and I thought I would just try this pattern to see if it works or not"
"22","2","There is exactly one red rock.","1","Colour","1","1","4","1","3","I've already had success with the the reddish club block so I thought I would try the other two coloured blocks to see if it had the same effect"
"22","2","There is exactly one red rock.","1","Colour","1","1","5","1","3","I had success trying all three squares so now I am seeing it all three triangles have the same result"
"22","2","There is exactly one red rock.","1","Colour","1","1","6","1","3","Again I've had success with the three squares and the three triangles so I figured I would try a combination of the other three shapes to see whether they had any success or not"
"22","2","There is exactly one red rock.","1","Colour","1","1","7","3","1","Another complete gas really I've had success with the Red Square the red triangle and the red oblong shape with the others so I thought I would try all three together"
"22","2","There is exactly one red rock.","1","Colour","1","1","8","1","3","I've had success with these shapes already but I thought I would try them and a different combination to see whether it had a different effect or not I'm curious to know so if it has to be one set way of displaying the object or whether it can just be random"
"22","9","There are exactly two red rocks.","7","Colour","1","2","1","1","1","NULL"
"22","9","There are exactly two red rocks.","7","Colour","1","2","2","1","2","On the experiment with the two rectangles seem to have a reasonable result so I thought I would try the other two rectangles"
"22","9","There are exactly two red rocks.","7","Colour","1","2","3","1","3","Again just another guess a process of elimination of trying to find something that works really"
"22","9","There are exactly two red rocks.","7","Colour","1","2","4","3","1","Seemed originally to have some success with the red rectangles so I thought I would try one of each read object and see whether that worked or not"
"22","9","There are exactly two red rocks.","7","Colour","1","2","5","1","1","Complete gas2 rectangles as words of the red colour so I'm trying to see if that would hopefully produce a better result"
"22","9","There are exactly two red rocks.","7","Colour","1","2","6","1","3","Running out of options now none of my my choices seem to have worked so it's just purely a random guess and see if if I have a positive result or not"
"22","9","There are exactly two red rocks.","7","Colour","1","2","7","3","3","I have 3 shapes and 3 colours so so I used the first shape with the first colour the square the second shape the second colour the triangle and the third shape with 1/3 colour rectangle"
"22","9","There are exactly two red rocks.","7","Colour","1","2","8","1","1","Again a complete random guess I've run out of options to rent rectangles worked at the very beginning so I thought our tried to rectangles of a different colour and hopefully have a positive result"
"22","26","There are exactly three purple rocks.","15","Colour","1","3","1","1","1","NULL"
"22","26","There are exactly three purple rocks.","15","Colour","1","3","2","1","3","We had success with the three purple blocks so I'm trying one of each colour to see if that works"
"22","26","There are exactly three purple rocks.","15","Colour","1","3","3","3","1","3 purple squares worked so I'm trying the purple option to see if if the three different shapes all in purple will work"
"22","26","There are exactly three purple rocks.","15","Colour","1","3","4","1","1","3 purple blocks work so I'm working on the assumption that they have to be all the same colour so now I am trying three blocks of a different colour"
"22","26","There are exactly three purple rocks.","15","Colour","1","3","5","1","1","So far I have observed the purple colour create and radiation now I am trying the last three colour blocks to see if that has a positive effect"
"22","26","There are exactly three purple rocks.","15","Colour","1","3","6","1","1","the only result I've had is with a combination of purple and with that I'm just trying all the triangles on the off chance that works too"
"22","26","There are exactly three purple rocks.","15","Colour","1","3","7","1","1","Now try and lead 3 purple rectangles to see if a purple is the colour that is only producing radiation"
"22","26","There are exactly three purple rocks.","15","Colour","1","3","8","3","1","I've already tried this combination and had a positive result but I'm trying to organise the shapes in a different pattern to see whether that has the same result or not"
"23","11","There are exactly two square-shaped rocks.","12","Shape","2","1","1","1","1","NULL"
"23","11","There are exactly two square-shaped rocks.","12","Shape","2","1","2","3","1","If the colour of the shapes causes radiation "
"23","11","There are exactly two square-shaped rocks.","12","Shape","2","1","3","1","3","If the radiation is caused by having all the same shape "
"23","11","There are exactly two square-shaped rocks.","12","Shape","2","1","4","1","3","If the square shape by itself causes radiation "
"23","11","There are exactly two square-shaped rocks.","12","Shape","2","1","5","2","2","If two squares and a random shape cause radiation, or does it have to be only two red squares on its own"
"23","11","There are exactly two square-shaped rocks.","12","Shape","2","1","6","2","2","If two red squares are required to cause radiation "
"23","11","There are exactly two square-shaped rocks.","12","Shape","2","1","7","1","2","As long as you have two red squares radiation will occur"
"23","11","There are exactly two square-shaped rocks.","12","Shape","2","1","8","2","2","As long as you have two red squares and no other colour square, radiation will occur"
"23","7","There is exactly one purple rock.","3","Colour","2","2","1","1","1","NULL"
"23","7","There is exactly one purple rock.","3","Colour","2","2","2","3","1","IF all blue will cause radiation "
"23","7","There is exactly one purple rock.","3","Colour","2","2","3","1","3","If all of the same shape will cause radiation"
"23","7","There is exactly one purple rock.","3","Colour","2","2","4","1","1","All same shape all same colour will cause raddiation"
"23","7","There is exactly one purple rock.","3","Colour","2","2","5","1","3","One of each shape in each colour"
"23","7","There is exactly one purple rock.","3","Colour","2","2","6","1","3","Same shape each with different colour"
"23","7","There is exactly one purple rock.","3","Colour","2","2","7","2","2","As long as one blue is present there will be radiation "
"23","7","There is exactly one purple rock.","3","Colour","2","2","8","2","2","Maximum of one blue , otherwise no radiation will be caused "
"23","26","There are exactly three purple rocks.","15","Colour","2","3","1","1","1","NULL"
"23","26","There are exactly three purple rocks.","15","Colour","2","3","2","1","1","All the same shape could cause radiation "
"23","26","There are exactly three purple rocks.","15","Colour","2","3","3","1","1","One blue square on its own"
"23","26","There are exactly three purple rocks.","15","Colour","2","3","4","1","1","All the same shape and blue"
"23","26","There are exactly three purple rocks.","15","Colour","2","3","5","1","1","All the same shape and blue"
"23","26","There are exactly three purple rocks.","15","Colour","2","3","6","3","2","they must all be blue for radiation to happen"
"23","26","There are exactly three purple rocks.","15","Colour","2","3","7","3","1","They must all be blue, but also must be the same shape, so there should be no radiation here"
"23","26","There are exactly three purple rocks.","15","Colour","2","3","8","2","1","All blue any shape"
"24","3","There is exactly one stick-shaped rock.","4","Shape","2","1","1","1","1","NULL"
"24","3","There is exactly one stick-shaped rock.","4","Shape","2","1","2","1","2","I am trying to check if more than 1 rock of the same shape will cause radiation"
"24","3","There is exactly one stick-shaped rock.","4","Shape","2","1","3","3","3","I am trying to see if is necessary 1 rock with the ""stick"" shape and another rock with a different shape to cause radiation"
"24","3","There is exactly one stick-shaped rock.","4","Shape","2","1","4","2","2","I know now that 2 rocks with a different shape (but 1 has to be green and stick shape) are necessary to cause radiation. Now I want to check if it is the combination with the red square or purple triangle rock"
"24","3","There is exactly one stick-shaped rock.","4","Shape","2","1","5","2","2","I now know that the combination with the green stick and red square rock causes radiation but it also caused radiation with the purple triangle before so I am checking if it can be done only with the triangle"
"24","3","There is exactly one stick-shaped rock.","4","Shape","2","1","6","2","1","I now know that apparently it is only necessary for the green stick rock to be present to cause radiation so I am further checking this by adding a different coloured rock with the square shape "
"24","3","There is exactly one stick-shaped rock.","4","Shape","2","1","7","1","2","So colour is not an exclusion rule. That being said, the combination between the green stick rock and other rock, idenpendently of its shape or form, will cause radiation. Let's now check if combining the same shape will do the same"
"24","3","There is exactly one stick-shaped rock.","4","Shape","2","1","8","1","2","Now let's verify if the green stick rock it is the only rock that needs to be present to cause radiation"
"24","26","There are exactly three purple rocks.","15","Colour","2","2","1","1","1","NULL"
"24","26","There are exactly three purple rocks.","15","Colour","2","2","2","2","1","3 purple square rock couse radiation let's test if just 1 does the same "
"24","26","There are exactly three purple rocks.","15","Colour","2","2","3","2","2","let's check if 2 purple squares cause radiation"
"24","26","There are exactly three purple rocks.","15","Colour","2","2","4","1","3","only 3 purple square rocks caused radiation so let's check if depends on the colour "
"24","26","There are exactly three purple rocks.","15","Colour","2","2","5","3","1","different colours didn't work so let's check with the same colour"
"24","26","There are exactly three purple rocks.","15","Colour","2","2","6","3","1","3 purple with different shapes caused radiation. let's check if the same applies for a different colour"
"24","26","There are exactly three purple rocks.","15","Colour","2","2","7","3","1","only purple rock worked but there is 1 colour left so I will check if it works"
"24","26","There are exactly three purple rocks.","15","Colour","2","2","8","1","1","only the colour purple works with the same square shape and different shapes. let's check with a different shape"
"24","11","There are exactly two red rocks.","7","Colour","2","3","1","1","1","NULL"
"24","11","There are exactly two red rocks.","7","Colour","2","3","2","3","1","let's check if the same colour is 1 rule"
"24","11","There are exactly two red rocks.","7","Colour","2","3","3","2","2","let's check if it is only necessary to have 1 red square rock"
"24","11","There are exactly two red rocks.","7","Colour","2","3","4","2","2","let's check if there is need to have 2 red square rocks"
"24","11","There are exactly two red rocks.","7","Colour","2","3","5","1","1","let's check if it can be the same square shape but with a different colour"
"24","11","There are exactly two red rocks.","7","Colour","2","3","6","1","1","the same principle as before. checking it works with the same shape and different colour"
"24","11","There are exactly two red rocks.","7","Colour","2","3","7","1","1","checking if it works with 3 red squared rocks"
"24","11","There are exactly two red rocks.","7","Colour","2","3","8","2","2","confirming that the rule is: it has to be 2 red square rocks "
"25","13","There are exactly two green rocks.","8","Colour","1","1","1","1","1","NULL"
"25","13","There are exactly two green rocks.","8","Colour","1","1","2","1","1","I wanted to see if two triangles of the same colour together is a rule which allows radiation to be generated after heating, as in the example"
"25","13","There are exactly two green rocks.","8","Colour","1","1","3","1","1","I was seeing if two green shapes that are the same, but different from those in the example causes radiation after heating."
"25","13","There are exactly two green rocks.","8","Colour","1","1","4","1","1","Seeing if the combination of green shapes - that are the same - causes radiation. "
"25","13","There are exactly two green rocks.","8","Colour","1","1","5","2","1","Seeing if any two green shapes causes radiation. "
"25","13","There are exactly two green rocks.","8","Colour","1","1","6","2","1","Again, seeing if a different combination of green shapes will cause radiation"
"25","13","There are exactly two green rocks.","8","Colour","1","1","7","2","1","Final test of green shapes (paired) "
"25","13","There are exactly two green rocks.","8","Colour","1","1","8","3","1","Wanted to see if a combination of all of the green shapes together would also cause radiation."
"25","0","There is exactly one red rock.","1","Colour","1","2","1","1","1","NULL"
"25","0","There is exactly one red rock.","1","Colour","1","2","2","2","1","Investigating if there can be combinations of different shapes of the same colour"
"25","0","There is exactly one red rock.","1","Colour","1","2","3","1","2","Testing if combination of the same shape but different colours will cause radiation"
"25","0","There is exactly one red rock.","1","Colour","1","2","4","1","2","Again, testing if the same shape but a different colour will cause radiation"
"25","0","There is exactly one red rock.","1","Colour","1","2","5","1","2","Testing gif one of the stick shapes has to be red in order to cause radiation"
"25","0","There is exactly one red rock.","1","Colour","1","2","6","2","2","Seeing if a red stick can be combined with a different shape of a different colour"
"25","0","There is exactly one red rock.","1","Colour","1","2","7","3","3","Seeing if the red stick can be in combination with two other shapes of different colours."
"25","0","There is exactly one red rock.","1","Colour","1","2","8","3","3","Again testing different combinations of shapes and colours with the red stick rock"
"25","18","There are exactly three stick-shaped rocks.","16","Shape","1","3","1","1","1","NULL"
"25","18","There are exactly three stick-shaped rocks.","16","Shape","1","3","2","1","1","Seeing if one red stick alone is enough to cause radiation"
"25","18","There are exactly three stick-shaped rocks.","16","Shape","1","3","3","1","1","Seeing if two red sticks is the minimum requirement for radiation"
"25","18","There are exactly three stick-shaped rocks.","16","Shape","1","3","4","1","1","Seeing if three sticks of a different colour will cause radiation"
"25","18","There are exactly three stick-shaped rocks.","16","Shape","1","3","5","1","1","Seeing if three green sticks will also cause radiation"
"25","18","There are exactly three stick-shaped rocks.","16","Shape","1","3","6","1","3","Determining the stick/colour combination"
"25","18","There are exactly three stick-shaped rocks.","16","Shape","1","3","7","1","2","Seeing if there has to be three sticks but any combination of colour will do"
"25","18","There are exactly three stick-shaped rocks.","16","Shape","1","3","8","1","1","Seeing if three of a different shape in combination will also cause radiation"
"26","1","There is exactly one triangle-shaped rock.","5","Shape","1","1","1","1","1","NULL"
"26","1","There is exactly one triangle-shaped rock.","5","Shape","1","1","2","3","1","to see which order of the shapes is correct"
"26","1","There is exactly one triangle-shaped rock.","5","Shape","1","1","3","3","1","same order as the first"
"26","1","There is exactly one triangle-shaped rock.","5","Shape","1","1","4","3","2","same order of the shapes"
"26","1","There is exactly one triangle-shaped rock.","5","Shape","1","1","5","3","3","same order of the shapes"
"26","1","There is exactly one triangle-shaped rock.","5","Shape","1","1","6","3","2","same order of the shapes"
"26","1","There is exactly one triangle-shaped rock.","5","Shape","1","1","7","3","1","not in order but same shapes"
"26","1","There is exactly one triangle-shaped rock.","5","Shape","1","1","8","3","3","three shapes work"
"26","21","There are exactly three green rocks.","14","Colour","1","2","1","1","1","NULL"
"26","21","There are exactly three green rocks.","14","Colour","1","2","2","1","1","same shapes "
"26","21","There are exactly three green rocks.","14","Colour","1","2","3","3","2","three sahpes"
"26","21","There are exactly three green rocks.","14","Colour","1","2","4","1","1","same order shapes"
"26","21","There are exactly three green rocks.","14","Colour","1","2","5","1","1","same shapes "
"26","21","There are exactly three green rocks.","14","Colour","1","2","6","1","1","same shapes "
"26","21","There are exactly three green rocks.","14","Colour","1","2","7","1","1","same shapes brown"
"26","21","There are exactly three green rocks.","14","Colour","1","2","8","1","1","same shapes purple"
"26","16","There are exactly two triangle-shaped rocks.","11","Shape","1","3","1","1","1","NULL"
"26","16","There are exactly two triangle-shaped rocks.","11","Shape","1","3","2","1","1","sam shapes re"
"26","16","There are exactly two triangle-shaped rocks.","11","Shape","1","3","3","1","1","same shapes tri"
"26","16","There are exactly two triangle-shaped rocks.","11","Shape","1","3","4","1","1","sam three shapes"
"26","16","There are exactly two triangle-shaped rocks.","11","Shape","1","3","5","1","1","same rec shapes"
"26","16","There are exactly two triangle-shaped rocks.","11","Shape","1","3","6","1","1","3 shapes of same"
"26","16","There are exactly two triangle-shaped rocks.","11","Shape","1","3","7","2","3","random shapes"
"26","16","There are exactly two triangle-shaped rocks.","11","Shape","1","3","8","3","3","three shapes "
"27","12","There are exactly two green rocks.","8","Colour","2","1","1","1","1","NULL"
"27","12","There are exactly two green rocks.","8","Colour","2","1","2","2","1","that two of the same colour would cause radiation as two blue oblongs caused radiation"
"27","12","There are exactly two green rocks.","8","Colour","2","1","3","2","1","i again chose two different shapes of the same colour as the previous two experiments worked"
"27","12","There are exactly two green rocks.","8","Colour","2","1","4","2","1","I have chosen two shapes the same colour but a different colour to the previous experiments"
"27","12","There are exactly two green rocks.","8","Colour","2","1","5","2","1","I tried two of the same colour but chose pink seeing that green worked and blue didn't"
"27","12","There are exactly two green rocks.","8","Colour","2","1","6","3","1","I wanted to see if three of the colour green which seems to be the only colour to cause radiaiton with two shapes would work with three shapes"
"27","12","There are exactly two green rocks.","8","Colour","2","1","7","1","1","i am sticking to using blue shapes but now want to see if less than two causes radiation"
"27","12","There are exactly two green rocks.","8","Colour","2","1","8","1","2","I am now going to see if two squares of different colour causes radiation"
"27","18","There are exactly three stick-shaped rocks.","16","Shape","2","2","1","1","1","NULL"
"27","18","There are exactly three stick-shaped rocks.","16","Shape","2","2","2","1","3","i chose 3 oblongs of different colours to see if shapes and colours worked together"
"27","18","There are exactly three stick-shaped rocks.","16","Shape","2","2","3","1","2","I am sticking to oblong shapes but want to test whether less than two causes radiation"
"27","18","There are exactly three stick-shaped rocks.","16","Shape","2","2","4","1","3","I used three oblongs to see if the way they were lying causes radiation"
"27","18","There are exactly three stick-shaped rocks.","16","Shape","2","2","5","1","1","I am moving onto using three of a different shape and chose triangles"
"27","18","There are exactly three stick-shaped rocks.","16","Shape","2","2","6","1","1","three triangle does not work so i am now going to test squares to see if radiation occurs"
"27","18","There are exactly three stick-shaped rocks.","16","Shape","2","2","7","2","1","I want to see if by using two oblongs and adding a triangle would cause radiation"
"27","18","There are exactly three stick-shaped rocks.","16","Shape","2","2","8","2","2","I am choosing two oblongs as well as a square to see if this causes radiation"
"27","2","There is exactly one red rock.","1","Colour","2","3","1","1","1","NULL"
"27","2","There is exactly one red rock.","1","Colour","2","3","2","1","1","I am seeing if one square shape of a different colour will cause radiation"
"27","2","There is exactly one red rock.","1","Colour","2","3","3","1","2","I want to see if two of the same shapes - squares cause radiation"
"27","2","There is exactly one red rock.","1","Colour","2","3","4","1","2","I want to see if square shapes in pairs with all colours cause radiation"
"27","2","There is exactly one red rock.","1","Colour","2","3","5","1","3","I want to see if more than two squares also cause radiation so have chosen three"
"27","2","There is exactly one red rock.","1","Colour","2","3","6","1","2","I am this time leaving out the pink colour as on the other experiments pink square was present"
"27","2","There is exactly one red rock.","1","Colour","2","3","7","1","1","I am now going to see if the other shapes which are pink cause radiation so have chosen a triangle"
